"abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","generation","is_legendary","sprite","icon","type","type1","type2","height_ft","height_m","weight_lbs","weight_kgs","bmi","avg_total"
"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,"Gratitude Pokémon",75,1059860,100,"Shaymin (sky Forme)シェイミ","Shaymin",NA,492,120,75,127,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/492.png","http://cdn.bulbagarden.net/upload/a/a6/492MS.png","Grass","Grass","","0′08″",0.2,4.6,2.1,52.5,100
"['Multitype']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,"Alpha Pokémon",120,1250000,120,"Arceusアルセウス","Arceus",NA,493,120,120,120,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/493.png","http://cdn.bulbagarden.net/upload/9/94/493MS.png","Normal","Normal","","10′06″",3.2,705.5,320,31.3,120
"['Victory Star']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,"Victory Pokémon",100,1250000,100,"Victiniビクティニ","Victini",NA,494,100,100,100,5,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/494.png","http://cdn.bulbagarden.net/upload/0/0c/494MS.png","Psychic/Fire","Psychic","Fire","1′04″",0.4,8.8,4,25,100
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,"Grass Snake Pokémon",55,1059860,45,"Tsutarjaツタージャ","Snivy",88.1,495,45,55,63,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/495.png","http://cdn.bulbagarden.net/upload/2/23/495MS.png","Grass","Grass","","2′00″",0.6,17.9,8.1,22.5,51.3333333333333
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,"Grass Snake Pokémon",75,1059860,60,"Janovyジャノビー","Servine",88.1,496,60,75,83,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/496.png","http://cdn.bulbagarden.net/upload/8/8f/496MS.png","Grass","Grass","","2′07″",0.8,35.3,16,25,68.8333333333333
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,"Regal Pokémon",95,1059860,75,"Jalordaジャローダ","Serperior",88.1,497,75,95,113,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/497.png","http://cdn.bulbagarden.net/upload/2/2e/497MS.png","Grass","Grass","","10′10″",3.3,138.9,63,5.8,88
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,"Fire Pig Pokémon",45,1059860,65,"Pokabuポカブ","Tepig",88.1,498,45,45,45,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/498.png","http://cdn.bulbagarden.net/upload/6/6f/498MS.png","Fire","Fire","","1′08″",0.5,21.8,9.9,39.6,51.3333333333333
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,"Fire Pig Pokémon",55,1059860,90,"Chaobooチャオブー","Pignite",88.1,499,70,55,55,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/499.png","http://cdn.bulbagarden.net/upload/2/29/499MS.png","Fire/Fighting","Fire","Fighting","3′03″",1,122.4,55.5,55.5,69.6666666666667
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,"Mega Fire Pig Pokémon",65,1059860,110,"Enbuohエンブオー","Emboar",88.1,500,100,65,65,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/500.png","http://cdn.bulbagarden.net/upload/b/be/500MS.png","Fire/Fighting","Fire","Fighting","5′03″",1.6,330.7,150,58.6,88
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,"Sea Otter Pokémon",45,1059860,55,"Mijumaruミジュマル","Oshawott",88.1,501,63,45,45,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/501.png","http://cdn.bulbagarden.net/upload/c/cb/501MS.png","Water","Water","","1′08″",0.5,13,5.9,23.6,51.3333333333333
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,"Discipline Pokémon",60,1059860,75,"Futachimaruフタチマル","Dewott",88.1,502,83,60,60,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/502.png","http://cdn.bulbagarden.net/upload/e/ed/502MS.png","Water","Water","","2′07″",0.8,54,24.5,38.3,68.8333333333333
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,"Formidable Pokémon",85,1059860,95,"Daikenkiダイケンキ","Samurott",88.1,503,108,70,70,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/503.png","http://cdn.bulbagarden.net/upload/9/99/503MS.png","Water","Water","","4′11″",1.5,208.6,94.6,42,88
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,"Scout Pokémon",39,1000000,45,"Minezumiミネズミ","Patrat",50,504,35,39,42,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/504.png","http://cdn.bulbagarden.net/upload/7/73/504MS.png","Normal","Normal","","1′08″",0.5,25.6,11.6,46.4,42.5
"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,"Lookout Pokémon",69,1000000,60,"Miruhogミルホッグ","Watchog",50,505,60,69,77,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/505.png","http://cdn.bulbagarden.net/upload/9/9b/505MS.png","Normal","Normal","","3′07″",1.1,59.5,27,22.3,70
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,"Puppy Pokémon",45,1059860,45,"Yorterrieヨーテリー","Lillipup",50,506,25,45,55,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/506.png","http://cdn.bulbagarden.net/upload/c/cc/506MS.png","Normal","Normal","","1′04″",0.4,9,4.1,25.6,45.8333333333333
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,"Loyal Dog Pokémon",65,1059860,65,"Herderrieハーデリア","Herdier",50,507,35,65,60,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/507.png","http://cdn.bulbagarden.net/upload/f/f2/507MS.png","Normal","Normal","","2′11″",0.9,32.4,14.7,18.1,61.6666666666667
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,"Big-Hearted Pokémon",90,1059860,85,"Moolandムーランド","Stoutland",50,508,45,90,80,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/508.png","http://cdn.bulbagarden.net/upload/0/0f/508MS.png","Normal","Normal","","3′11″",1.2,134.5,61,42.4,83.3333333333333
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,"Devious Pokémon",37,1000000,41,"Choronekoチョロネコ","Purrloin",50,509,50,37,66,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/509.png","http://cdn.bulbagarden.net/upload/b/b5/509MS.png","Dark","Dark","","1′04″",0.4,22.3,10.1,63.1,46.8333333333333
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,"Cruel Pokémon",50,1000000,64,"Lepardasレパルダス","Liepard",50,510,88,50,106,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/510.png","http://cdn.bulbagarden.net/upload/4/4e/510MS.png","Dark","Dark","","3′07″",1.1,82.7,37.5,31,74.3333333333333
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,"Grass Monkey Pokémon",48,1000000,50,"Yanappuヤナップ","Pansage",88.1,511,53,48,64,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/511.png","http://cdn.bulbagarden.net/upload/9/99/511MS.png","Grass","Grass","","2′00″",0.6,23.1,10.5,29.2,52.6666666666667
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,"Thorn Monkey Pokémon",63,1000000,75,"Yanakkieヤナッキー","Simisage",88.1,512,98,63,101,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/512.png","http://cdn.bulbagarden.net/upload/6/6a/512MS.png","Grass","Grass","","3′07″",1.1,67.2,30.5,25.2,83
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,"High Temp Pokémon",48,1000000,50,"Baoppuバオップ","Pansear",88.1,513,53,48,64,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/513.png","http://cdn.bulbagarden.net/upload/c/cb/513MS.png","Fire","Fire","","2′00″",0.6,24.3,11,30.6,52.6666666666667
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,"Ember Pokémon",63,1000000,75,"Baokkieバオッキー","Simisear",88.1,514,98,63,101,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/514.png","http://cdn.bulbagarden.net/upload/0/00/514MS.png","Fire","Fire","","3′03″",1,61.7,28,28,83
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,"Spray Pokémon",48,1000000,50,"Hiyappuヒヤップ","Panpour",88.1,515,53,48,64,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/515.png","http://cdn.bulbagarden.net/upload/9/91/515MS.png","Water","Water","","2′00″",0.6,29.8,13.5,37.5,52.6666666666667
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,"Geyser Pokémon",63,1000000,75,"Hiyakkieヒヤッキー","Simipour",88.1,516,98,63,101,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/516.png","http://cdn.bulbagarden.net/upload/1/19/516MS.png","Water","Water","","3′03″",1,63.9,29,29,83
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,"Dream Eater Pokémon",45,800000,76,"Munnaムンナ","Munna",50,517,67,55,24,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/517.png","http://cdn.bulbagarden.net/upload/f/f2/517MS.png","Psychic","Psychic","","2′00″",0.6,51.4,23.3,64.7,48.6666666666667
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,"Drowsing Pokémon",85,800000,116,"Musharnaムシャーナ","Musharna",50,518,107,95,29,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/518.png","http://cdn.bulbagarden.net/upload/3/3e/518MS.png","Psychic","Psychic","","3′07″",1.1,133.4,60.5,50,81.1666666666667
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,"Tiny Pigeon Pokémon",50,1059860,50,"Mamepatoマメパト","Pidove",50,519,36,30,43,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/519.png","http://cdn.bulbagarden.net/upload/a/a9/519MS.png","Normal/Flying","Normal","Flying","1′00″",0.3,4.6,2.1,23.3,44
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,"Wild Pigeon Pokémon",62,1059860,62,"Hatobohハトーボー","Tranquill",50,520,50,42,65,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/520.png","http://cdn.bulbagarden.net/upload/9/90/520MS.png","Normal/Flying","Normal","Flying","2′00″",0.6,33.1,15,41.7,59.6666666666667
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,"Proud Pokémon",80,1059860,80,"Kenhallowケンホロウ","Unfezant",50,521,65,55,93,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/521.png","http://cdn.bulbagarden.net/upload/a/a9/521MS.png","Normal/Flying","Normal","Flying","3′11″",1.2,63.9,29,20.1,81.3333333333333
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,"Electrified Pokémon",32,1000000,45,"Shimamaシママ","Blitzle",50,522,50,32,76,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/522.png","http://cdn.bulbagarden.net/upload/5/58/522MS.png","Electric","Electric","","2′07″",0.8,65.7,29.8,46.6,49.1666666666667
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,"Thunderbolt Pokémon",63,1000000,75,"Zebraikaゼブライカ","Zebstrika",50,523,80,63,116,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/523.png","http://cdn.bulbagarden.net/upload/d/d7/523MS.png","Electric","Electric","","5′03″",1.6,175.3,79.5,31.1,82.8333333333333
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,"Mantle Pokémon",85,1059860,55,"Dangoroダンゴロ","Roggenrola",50,524,25,25,15,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/524.png","http://cdn.bulbagarden.net/upload/6/62/524MS.png","Rock","Rock","","1′04″",0.4,39.7,18,112.5,46.6666666666667
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,"Ore Pokémon",105,1059860,70,"Gantleガントル","Boldore",50,525,50,40,20,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/525.png","http://cdn.bulbagarden.net/upload/2/25/525MS.png","Rock","Rock","","2′11″",0.9,224.9,102,125.9,65
"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,"Compressed Pokémon",130,1059860,85,"Gigaiathギガイアス","Gigalith",50,526,60,80,25,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/526.png","http://cdn.bulbagarden.net/upload/5/53/526MS.png","Rock","Rock","","5′07″",1.7,573.2,260,90,85.8333333333333
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,"Bat Pokémon",43,1000000,65,"Koromoriコロモリ","Woobat",50,527,55,43,72,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/527.png","http://cdn.bulbagarden.net/upload/8/8d/527MS.png","Psychic/Flying","Psychic","Flying","1′04″",0.4,4.6,2.1,13.1,53.8333333333333
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,"Courting Pokémon",55,1000000,67,"Kokoromoriココロモリ","Swoobat",50,528,77,55,114,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/528.png","http://cdn.bulbagarden.net/upload/d/de/528MS.png","Psychic/Flying","Psychic","Flying","2′11″",0.9,23.1,10.5,13,70.8333333333333
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,"Mole Pokémon",40,1000000,60,"Mogurewモグリュー","Drilbur",50,529,30,45,68,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/529.png","http://cdn.bulbagarden.net/upload/0/0a/529MS.png","Ground","Ground","","1′00″",0.3,18.7,8.5,94.4,54.6666666666667
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,"Subterrene Pokémon",60,1000000,110,"Doryuzuドリュウズ","Excadrill",50,530,50,65,88,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/530.png","http://cdn.bulbagarden.net/upload/7/71/530MS.png","Ground/Steel","Ground","Steel","2′04″",0.7,89.1,40.4,82.4,84.6666666666667
"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,"Hearing Pokémon",126,800000,103,"Tabunneタブンネ","Audino",50,531,80,126,50,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/531.png","http://cdn.bulbagarden.net/upload/a/a5/531MS.png","Normal","Normal","","3′07″",1.1,68.3,31,25.6,90.8333333333333
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,"Muscular Pokémon",55,1059860,75,"Dokkorerドッコラー","Timburr",75.4,532,25,35,35,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/532.png","http://cdn.bulbagarden.net/upload/8/80/532MS.png","Fighting","Fighting","","2′00″",0.6,27.6,12.5,34.7,50.8333333333333
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,"Muscular Pokémon",85,1059860,85,"Dotekkotsuドテッコツ","Gurdurr",75.4,533,40,50,40,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/533.png","http://cdn.bulbagarden.net/upload/2/2d/533MS.png","Fighting","Fighting","","3′11″",1.2,88.2,40,27.8,67.5
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,"Muscular Pokémon",95,1059860,105,"Roubushinローブシン","Conkeldurr",75.4,534,55,65,45,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/534.png","http://cdn.bulbagarden.net/upload/8/8b/534MS.png","Fighting","Fighting","","4′07″",1.4,191.8,87,44.4,84.1666666666667
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,"Tadpole Pokémon",40,1059860,50,"Otamaroオタマロ","Tympole",50,535,50,40,64,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/535.png","http://cdn.bulbagarden.net/upload/0/0e/535MS.png","Water","Water","","1′08″",0.5,9.9,4.5,18,49
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,"Vibration Pokémon",55,1059860,75,"Gamagaruガマガル","Palpitoad",50,536,65,55,69,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/536.png","http://cdn.bulbagarden.net/upload/2/2a/536MS.png","Water/Ground","Water","Ground","2′07″",0.8,37.5,17,26.6,64
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,"Vibration Pokémon",75,1059860,105,"Gamagerogeガマゲロゲ","Seismitoad",50,537,85,75,74,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/537.png","http://cdn.bulbagarden.net/upload/9/95/537MS.png","Water/Ground","Water","Ground","4′11″",1.5,136.7,62,27.6,84.8333333333333
"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,"Judo Pokémon",85,1000000,120,"Nagekiナゲキ","Throh",100,538,30,85,45,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/538.png","http://cdn.bulbagarden.net/upload/7/73/538MS.png","Fighting","Fighting","","4′03″",1.3,122.4,55.5,32.8,77.5
"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,"Karate Pokémon",75,1000000,75,"Dagekiダゲキ","Sawk",100,539,30,75,85,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/539.png","http://cdn.bulbagarden.net/upload/8/82/539MS.png","Fighting","Fighting","","4′07″",1.4,112.4,51,26,77.5
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,"Sewing Pokémon",70,1059860,45,"Kurumiruクルミル","Sewaddle",50,540,40,60,42,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/540.png","http://cdn.bulbagarden.net/upload/9/97/540MS.png","Bug/Grass","Bug","Grass","1′00″",0.3,5.5,2.5,27.8,51.6666666666667
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,"Leaf-Wrapped Pokémon",90,1059860,55,"Kurumayuクルマユ","Swadloon",50,541,50,80,42,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/541.png","http://cdn.bulbagarden.net/upload/a/ab/541MS.png","Bug/Grass","Bug","Grass","1′08″",0.5,16.1,7.3,29.2,63.3333333333333
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,"Nurturing Pokémon",80,1059860,75,"Hahakomoriハハコモリ","Leavanny",50,542,70,80,92,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/542.png","http://cdn.bulbagarden.net/upload/2/2d/542MS.png","Bug/Grass","Bug","Grass","3′11″",1.2,45.2,20.5,14.2,83.3333333333333
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,"Centipede Pokémon",59,1059860,30,"Fushideフシデ","Venipede",50,543,30,39,57,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/543.png","http://cdn.bulbagarden.net/upload/2/2c/543MS.png","Bug/Poison","Bug","Poison","1′04″",0.4,11.7,5.3,33.1,43.3333333333333
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,"Curlipede Pokémon",99,1059860,40,"Wheegaホイーガ","Whirlipede",50,544,40,79,47,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/544.png","http://cdn.bulbagarden.net/upload/b/ba/544MS.png","Bug/Poison","Bug","Poison","3′11″",1.2,129,58.5,40.6,60
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,"Megapede Pokémon",89,1059860,60,"Pendrorペンドラー","Scolipede",50,545,55,69,112,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/545.png","http://cdn.bulbagarden.net/upload/d/d3/545MS.png","Bug/Poison","Bug","Poison","8′02″",2.5,442,200.5,32.1,80.8333333333333
"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,"Cotton Puff Pokémon",60,1000000,40,"Monmenモンメン","Cottonee",50,546,37,50,66,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/546.png","http://cdn.bulbagarden.net/upload/a/ac/546MS.png","Grass/Fairy","Grass","Fairy","1′00″",0.3,1.3,0.6,6.7,46.6666666666667
"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,"Windveiled Pokémon",85,1000000,60,"Elfuunエルフーン","Whimsicott",50,547,77,75,116,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/547.png","http://cdn.bulbagarden.net/upload/1/1c/547MS.png","Grass/Fairy","Grass","Fairy","2′04″",0.7,14.6,6.6,13.5,80
